key,fare_amount
2015-01-27 13:08:24.0000002,7.899082845204699
2015-01-27 13:08:24.0000003,8.246200148630264
2011-10-08 11:53:44.0000002,2.103334761290778
2012-12-01 21:12:12.0000002,6.667510553981129
2012-12-01 21:12:12.0000003,18.316824262990263
2012-12-01 21:12:12.0000005,10.956666184504664
2011-10-06 12:10:20.0000001,3.160644451560265
2011-10-06 12:10:20.0000003,73.23634565750162
2011-10-06 12:10:20.0000002,13.171469764549682
2014-02-18 15:22:20.0000002,3.7392992935747214
2014-02-18 15:22:20.0000003,7.880129551672072
2014-02-18 15:22:20.0000001,16.38520758100418
2010-03-29 20:20:32.0000002,2.4570769973803746
2010-03-29 20:20:32.0000001,5.696710662304742
2011-10-06 03:59:12.0000002,8.513709964912357
2011-10-06 03:59:12.0000001,17.392275566708772
2012-07-15 16:45:04.0000006,1.0160493364324414
2012-07-15 16:45:04.0000002,8.605901371031246
2012-07-15 16:45:04.0000003,2.6535111879309525
2012-07-15 16:45:04.0000004,1.4527586753717172
2014-10-29 02:09:56.0000001,5.616614711703116
2014-06-14 13:39:00.00000010,6.695315862018186
2014-06-14 13:39:00.00000060,4.438500265246034
2014-06-14 13:39:00.00000087,6.464401311440886
2014-06-14 13:39:00.00000050,19.651049149285786
2014-06-14 13:39:00.0000003,3.813734417916716
2014-06-14 13:39:00.000000158,48.642234744145355
2014-06-14 13:39:00.00000015,32.05475832754761
2014-06-14 13:39:00.00000073,3.8913973797812473
2014-06-14 13:39:00.00000077,15.96766046692864
2014-06-14 13:39:00.000000145,9.861278184071747
2014-06-14 13:39:00.00000079,4.019075594978544
2014-06-14 13:39:00.000000121,3.6401644013299284
2014-06-14 13:39:00.00000021,9.771696702173875
2014-06-14 13:39:00.0000005,6.979839270019933
2014-06-14 13:39:00.000000165,5.316036561021507
2014-06-14 13:39:00.000000184,3.892099962046875
2014-06-14 13:39:00.00000059,3.3761845246516153
2014-06-14 13:39:00.00000070,5.331955553114904
2014-06-14 13:39:00.00000068,2.4361611488001227
2014-06-14 13:39:00.000000133,24.015188965875385
2014-06-14 13:39:00.000000128,8.767346666532093
2014-06-14 13:39:00.000000136,21.27081678113002
2014-06-14 13:39:00.00000017,8.051419273855728
2014-06-14 13:39:00.000000111,1.999709448777082
2014-06-14 13:39:00.000000115,10.47496185979416
2014-06-14 13:39:00.000000168,2.9991115958811974
2014-06-14 13:39:00.00000031,4.1547318336042025
2014-06-14 13:39:00.000000116,3.562389641469222
2014-06-14 13:39:00.00000051,2.3661951858950436
2014-06-14 13:39:00.000000193,10.255079525619452
2014-06-14 13:39:00.000000132,11.543598555372036
2014-06-14 13:39:00.000000167,20.882431354604762
2014-06-14 13:39:00.00000044,3.760965350072733
2014-06-14 13:39:00.000000138,4.547204073270158
2014-06-14 13:39:00.00000066,16.397582925991568
2014-06-14 13:39:00.00000063,12.340153241115354
2014-06-14 13:39:00.000000154,8.27780816318894
2014-06-14 13:39:00.00000097,12.925313240245421
2014-06-14 13:39:00.00000067,13.164972256175785
2014-06-14 13:39:00.000000179,4.6388158375744135
2014-06-14 13:39:00.00000092,8.880259508801426
2014-06-14 13:39:00.00000029,2.6165400173726017
2014-06-14 13:39:00.000000177,2.8334510343180144
2014-06-14 13:39:00.000000192,5.21490399629307
2014-06-14 13:39:00.000000181,4.596473917018194
2014-06-14 13:39:00.000000120,9.118540117196734
2014-06-14 13:39:00.0000008,3.4142629245896083
2014-06-14 13:39:00.000000103,1.8933039053840268
2014-06-14 13:39:00.00000049,18.76904232626139
2014-06-14 13:39:00.000000108,4.188757043120429
2014-06-14 13:39:00.00000072,2.1575691951737164
2014-06-14 13:39:00.000000182,9.878387601187622
2014-06-14 13:39:00.00000061,4.659525566744499
2014-06-14 13:39:00.00000093,8.414863344737759
2014-06-14 13:39:00.000000170,9.942787601097804
2014-06-14 13:39:00.000000147,54.579148148711305
2014-06-14 13:39:00.000000140,1.0720296173453199
2014-06-14 13:39:00.000000159,1.539823616307548
2014-06-14 13:39:00.00000012,2.6620241322420095
2014-06-14 13:39:00.00000025,3.7506366180357418
2014-06-14 13:39:00.000000156,3.6619687770524387
2014-06-14 13:39:00.000000152,5.196641979587624
2014-06-14 13:39:00.000000129,8.39808359465722
2014-06-14 13:39:00.000000119,20.414060948592464
2014-06-14 13:39:00.000000118,4.294898474588734
2014-06-14 13:39:00.00000076,1.559086985942368
2014-06-14 13:39:00.000000135,4.7600936733042625
2014-06-14 13:39:00.00000023,17.507622053584967
2014-06-14 13:39:00.00000082,8.609038275083893
2014-06-14 13:39:00.000000125,8.99953070308067
2014-06-14 13:39:00.00000075,6.828391563811363
2014-06-14 13:39:00.000000124,4.184507850404967
2014-06-14 13:39:00.000000172,4.116384579553329
2014-06-14 13:39:00.00000024,14.167741803720823
2014-06-14 13:39:00.000000169,14.683741825739666
2014-06-14 13:39:00.00000052,10.125417934275815
2014-06-14 13:39:00.000000161,13.37740167875708
2014-06-14 13:39:00.00000038,4.738065764959468
2014-06-14 13:39:00.00000035,8.983949525662203
2014-06-14 13:39:00.00000053,9.525102288938225
2014-06-14 13:39:00.000000183,4.199570990350762
2014-06-14 13:39:00.000000131,70.72493412280471
2014-06-14 13:39:00.000000180,4.25106251827485
2014-06-14 13:39:00.000000130,0.08544147041812471
2014-06-14 13:39:00.00000032,1.9678366217522065
2014-06-14 13:39:00.000000148,10.44279289411986
2014-06-14 13:39:00.0000007,8.387746125211821
2014-06-14 13:39:00.00000095,10.441252037993957
2014-06-14 13:39:00.000000144,32.49332070786168
2014-06-14 13:39:00.000000141,37.301458539598094
2014-06-14 13:39:00.000000162,21.200269903143024
2014-06-14 13:39:00.00000018,9.49453782551893
2014-06-14 13:39:00.00000054,8.08034545451207
2014-06-14 13:39:00.00000040,3.935674138992744
2014-06-14 13:39:00.00000096,5.978188621161908
2014-06-14 13:39:00.00000055,28.267188551728076
2014-06-14 13:39:00.000000109,9.876581625825725
2014-06-14 13:39:00.000000151,4.823974381625369
2014-06-14 13:39:00.00000016,8.95284999720683
2014-06-14 13:39:00.00000062,8.924539850823678
2014-06-14 13:39:00.000000191,0.0
2014-06-14 13:39:00.00000034,6.99385505333843
